# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)   0.381 us    |            ext4_release_file [ext4]();
 0)   0.151 us    |            module_put();
 0)   0.150 us    |            put_pid();
 0)               |            dput() {
 0)   0.150 us    |              __rcu_read_lock();
 0)   0.141 us    |              __rcu_read_unlock();
 0)   0.731 us    |            }
 0)               |            mntput() {
 0)               |              mntput_no_expire() {
 0)   0.140 us    |                __rcu_read_lock();
 0)   0.131 us    |                __rcu_read_unlock();
 0)   0.692 us    |              }
 0)   0.982 us    |            }
 0)   0.141 us    |            security_file_free();
 0)   0.140 us    |            preempt_count_add();
 0)   0.141 us    |            preempt_count_sub();
 0)               |            call_rcu() {
 0)               |              __call_rcu() {
 0)   0.140 us    |                rcu_segcblist_enqueue();
 0)   0.691 us    |              }
 0)   0.962 us    |            }
 0)   6.402 us    |          }
 0)   6.672 us    |        }
 0)               |        _raw_spin_lock_irq() {
 0)   0.130 us    |          preempt_count_add();
 0)   0.401 us    |        }
 0)               |        _raw_spin_unlock_irq() {
 0)   0.140 us    |          preempt_count_sub();
 0)   0.391 us    |        }
 0)   9.127 us    |      }
 0)   0.140 us    |      mem_cgroup_handle_over_high();
 0)   0.151 us    |      blkcg_maybe_throttle_current();
 0) + 10.089 us   |    }
 0) + 90.219 us   |  } /* do_syscall_64 */
 0)               |  do_page_fault() {
 0)               |    __do_page_fault() {
 0)   0.130 us    |      down_read_trylock();
 0)               |      find_vma() {
 0)   0.151 us    |        vmacache_find();
 0)   0.150 us    |        vmacache_update();
 0)   0.741 us    |      }
 0)               |      handle_mm_fault() {
 0)   0.140 us    |        __rcu_read_lock();
 0)   0.141 us    |        mem_cgroup_from_task();
 0)   0.140 us    |        __count_memcg_events();
 0)   0.130 us    |        __rcu_read_unlock();
 0)               |        __handle_mm_fault() {
 0)   0.141 us    |          pmd_devmap_trans_unstable();
 0)               |          filemap_map_pages() {
 0)   0.140 us    |            __rcu_read_lock();
 0)               |            alloc_set_pte() {
 0)   0.130 us    |              pmd_devmap_trans_unstable();
 0)               |              _raw_spin_lock() {
 0)   0.140 us    |                preempt_count_add();
 0)   0.400 us    |              }
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.151 us    |                    __rcu_read_unlock();
 0)   0.411 us    |                  }
 0)   0.661 us    |                }
 0)   1.452 us    |              }
 0)   2.555 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.391 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.141 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   1.704 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.131 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.443 us    |              }
 0)   1.703 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.141 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   1.703 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.400 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   1.704 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.442 us    |              }
 0)   1.703 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.452 us    |              }
 0)   1.723 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.141 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.442 us    |              }
 0)   1.704 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.141 us    |                    __rcu_read_unlock();
 0)   0.381 us    |                  }
 0)   0.641 us    |                }
 0)   1.432 us    |              }
 0)   1.694 us    |            }
 0)   0.361 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.141 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.390 us    |                  }
 0)   0.641 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.141 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.140 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.141 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.131 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.131 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.130 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.130 us    |            unlock_page();
 0)   0.150 us    |            __rcu_read_unlock();
 0) + 36.358 us   |          }
 0)               |          _raw_spin_unlock() {
 0)   0.130 us    |            preempt_count_sub();
 0)   0.391 us    |          }
 0) + 37.480 us   |        }
 0) + 38.883 us   |      }
 0)   0.130 us    |      up_read();
 0) + 40.596 us   |    }
 0) + 40.867 us   |  }
 0)               |  do_page_fault() {
 0)               |    __do_page_fault() {
 0)   0.130 us    |      down_read_trylock();
 0)               |      find_vma() {
 0)   0.150 us    |        vmacache_find();
 0)   0.131 us    |        vmacache_update();
 0)   0.741 us    |      }
 0)               |      handle_mm_fault() {
 0)   0.140 us    |        __rcu_read_lock();
 0)   0.130 us    |        mem_cgroup_from_task();
 0)   0.150 us    |        __count_memcg_events();
 0)   0.150 us    |        __rcu_read_unlock();
 0)               |        __handle_mm_fault() {
 0)   0.131 us    |          pmd_devmap_trans_unstable();
 0)               |          alloc_pages_vma() {
 0)   0.140 us    |            __get_vma_policy();
 0)               |            get_vma_policy.part.0() {
 0)   0.140 us    |              get_task_policy.part.0();
 0)   0.380 us    |            }
 0)   0.140 us    |            policy_nodemask();
 0)   0.140 us    |            policy_node();
 0)               |            __alloc_pages_nodemask() {
 0)   0.140 us    |              should_fail_alloc_page();
 0)               |              get_page_from_freelist() {
 0)   0.130 us    |                __inc_numa_state();
 0)   0.151 us    |                __inc_numa_state();
 0)               |                prep_new_page() {
 0)               |                  kernel_init_free_pages() {
 0)   0.151 us    |                    preempt_count_add();
 0)   0.130 us    |                    preempt_count_sub();
 0)   1.152 us    |                  }
 0)   1.422 us    |                }
 0)   2.315 us    |              }
 0)   2.885 us    |            }
 0)   4.488 us    |          }
 0)               |          mem_cgroup_try_charge_delay() {
 0)               |            mem_cgroup_try_charge() {
 0)               |              get_mem_cgroup_from_mm() {
 0)   0.130 us    |                __rcu_read_lock();
 0)   0.140 us    |                preempt_count_add();
 0)   0.130 us    |                preempt_count_sub();
 0)   0.140 us    |                __rcu_read_unlock();
 0)   1.222 us    |              }
 0)   0.140 us    |              try_charge();
 0)   0.150 us    |              preempt_count_add();
 0)   0.130 us    |              preempt_count_sub();
 0)   2.294 us    |            }
 0)               |            mem_cgroup_throttle_swaprate() {
 0)   0.140 us    |              __rcu_read_lock();
 0)   0.130 us    |              kthread_blkcg();
 0)   0.140 us    |              __rcu_read_unlock();
 0)   0.932 us    |            }
 0)   3.636 us    |          }
 0)               |          _raw_spin_lock() {
 0)   0.140 us    |            preempt_count_add();
 0)   0.400 us    |          }
 0)               |          page_add_new_anon_rmap() {
 0)   0.140 us    |            __mod_node_page_state();
 0)   0.141 us    |            __page_set_anon_rmap();
 0)   0.671 us    |          }
 0)               |          mem_cgroup_commit_charge() {
 0)               |            mem_cgroup_charge_statistics() {
 0)   0.140 us    |              __mod_memcg_state();
 0)   0.140 us    |              __count_memcg_events();
 0)   0.702 us    |            }
 0)               |            memcg_check_events() {
 0)   0.160 us    |              mem_cgroup_event_ratelimit.isra.0();
 0)   0.421 us    |            }
 0)   1.523 us    |          }
 0)               |          lru_cache_add_active_or_unevictable() {
 0)               |            __lru_cache_add() {
 0)   0.150 us    |              preempt_count_add();
 0)   0.140 us    |              preempt_count_sub();
 0)   0.682 us    |            }
 0)   0.952 us    |          }
 0)               |          _raw_spin_unlock() {
 0)   0.131 us    |            preempt_count_sub();
 0)   0.401 us    |          }
 0) + 13.445 us   |        }
 0) + 15.038 us   |      }
 0)   0.130 us    |      up_read();
 0) + 16.721 us   |    }
 0) + 16.981 us   |  }
 0)               |  do_page_fault() {
 0)               |    __do_page_fault() {
 0)   0.140 us    |      down_read_trylock();
 0)               |      find_vma() {
 0)   0.151 us    |        vmacache_find();
 0)   0.421 us    |      }
 0)               |      handle_mm_fault() {
 0)   0.130 us    |        __rcu_read_lock();
 0)   0.291 us    |        mem_cgroup_from_task();
 0)   0.140 us    |        __count_memcg_events();
 0)   0.141 us    |        __rcu_read_unlock();
 0)               |        __handle_mm_fault() {
 0)   0.140 us    |          pmd_devmap_trans_unstable();
 0)               |          alloc_pages_vma() {
 0)   0.140 us    |            __get_vma_policy();
 0)               |            get_vma_policy.part.0() {
 0)   0.130 us    |              get_task_policy.part.0();
 0)   0.391 us    |            }
 0)   0.131 us    |            policy_nodemask();
 0)   0.130 us    |            policy_node();
 0)               |            __alloc_pages_nodemask() {
 0)   0.130 us    |              should_fail_alloc_page();
 0)               |              get_page_from_freelist() {
 0)   0.151 us    |                __inc_numa_state();
 0)   0.140 us    |                __inc_numa_state();
 0)               |                prep_new_page() {
 0)               |                  kernel_init_free_pages() {
 0)   0.130 us    |                    preempt_count_add();
 0)   0.130 us    |                    preempt_count_sub();
 0)   1.082 us    |                  }
 0)   1.353 us    |                }
 0)   2.184 us    |              }
 0)   2.725 us    |            }
 0)   4.308 us    |          }
 0)               |          mem_cgroup_try_charge_delay() {
 0)               |            mem_cgroup_try_charge() {
 0)               |              get_mem_cgroup_from_mm() {
 0)   0.140 us    |                __rcu_read_lock();
 0)   0.140 us    |                preempt_count_add();
 0)   0.130 us    |                preempt_count_sub();
 0)   0.140 us    |                __rcu_read_unlock();
 0)   1.203 us    |              }
 0)   0.140 us    |              try_charge();
 0)   0.131 us    |              preempt_count_add();
 0)   0.140 us    |              preempt_count_sub();
 0)   2.264 us    |            }
 0)               |            mem_cgroup_throttle_swaprate() {
 0)   0.130 us    |              __rcu_read_lock();
 0)   0.141 us    |              kthread_blkcg();
 0)   0.140 us    |              __rcu_read_unlock();
 0)   0.921 us    |            }
 0)   3.587 us    |          }
 0)               |          _raw_spin_lock() {
 0)   0.140 us    |            preempt_count_add();
 0)   0.401 us    |          }
 0)               |          page_add_new_anon_rmap() {
 0)   0.140 us    |            __mod_node_page_state();
 0)   0.130 us    |            __page_set_anon_rmap();
 0)   0.661 us    |          }
 0)               |          mem_cgroup_commit_charge() {
 0)               |            mem_cgroup_charge_statistics() {
 0)   0.140 us    |              __mod_memcg_state();
 0)   0.151 us    |              __count_memcg_events();
 0)   0.681 us    |            }
 0)               |            memcg_check_events() {
 0)   0.141 us    |              mem_cgroup_event_ratelimit.isra.0();
 0)   0.401 us    |            }
 0)   1.483 us    |          }
 0)               |          lru_cache_add_active_or_unevictable() {
 0)               |            __lru_cache_add() {
 0)   0.140 us    |              preempt_count_add();
 0)   0.141 us    |              preempt_count_sub();
 0)   0.671 us    |            }
 0)   0.932 us    |          }
 0)               |          _raw_spin_unlock() {
 0)   0.130 us    |            preempt_count_sub();
 0)   0.391 us    |          }
 0) + 13.124 us   |        }
 0) + 14.608 us   |      }
 0)   0.140 us    |      up_read();
 0) + 15.970 us   |    }
 0) + 16.241 us   |  }
 0)               |  do_page_fault() {
 0)               |    __do_page_fault() {
 0)   0.131 us    |      down_read_trylock();
 0)               |      find_vma() {
 0)   0.160 us    |        vmacache_find();
 0)   0.641 us    |      }
 0)               |      handle_mm_fault() {
 0)   0.140 us    |        __rcu_read_lock();
 0)   0.130 us    |        mem_cgroup_from_task();
 0)   0.140 us    |        __count_memcg_events();
 0)   0.130 us    |        __rcu_read_unlock();
 0)               |        __handle_mm_fault() {
 0)   0.130 us    |          pmd_devmap_trans_unstable();
 0)               |          filemap_map_pages() {
 0)   0.130 us    |            __rcu_read_lock();
 0)               |            alloc_set_pte() {
 0)   0.140 us    |              pmd_devmap_trans_unstable();
 0)               |              _raw_spin_lock() {
 0)   0.130 us    |                preempt_count_add();
 0)   0.400 us    |              }
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.141 us    |                    __rcu_read_unlock();
 0)   0.401 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   2.525 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.141 us    |                    __rcu_read_unlock();
 0)   0.401 us    |                  }
 0)   0.651 us    |                }
 0)   1.442 us    |              }
 0)   1.714 us    |            }
 0)   0.150 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   1.704 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.391 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.141 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.432 us    |              }
 0)   1.704 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   1.704 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.391 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.141 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   2.003 us    |              }
 0)   2.275 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.432 us    |              }
 0)   1.704 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.422 us    |              }
 0)   1.704 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.432 us    |              }
 0)   1.693 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   1.704 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   1.704 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.141 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.422 us    |              }
 0)   1.694 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.130 us    |                  __rcu_read_lock();
 0)   0.401 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.131 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.651 us    |                }
 0)   1.432 us    |              }
 0)   2.114 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.390 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.140 us    |                    __rcu_read_unlock();
 0)   0.381 us    |                  }
 0)   0.641 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.130 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.400 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.140 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.423 us    |              }
 0)   1.703 us    |            }
 0)   0.140 us    |            unlock_page();
 0)               |            alloc_set_pte() {
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
 0)   0.400 us    |                }
 0)               |                unlock_page_memcg() {
 0)               |                  __unlock_page_memcg() {
 0)   0.140 us    |                    __rcu_read_unlock();
 0)   0.391 us    |                  }
 0)   0.641 us    |                }
 0)   1.433 us    |              }
 0)   1.703 us    |            }
 0)   0.140 us    |            unlock_page();
 0)   0.140 us    |            __rcu_read_unlock();
 0) + 36.850 us   |          }
 0)               |          _raw_spin_unlock() {
 0)   0.130 us    |            preempt_count_sub();
 0)   0.391 us    |          }
 0) + 37.961 us   |        }
 0) + 39.294 us   |      }
 0)   0.141 us    |      up_read();
 0) + 40.877 us   |    }
 0) + 41.137 us   |  }
 0)               |  do_page_fault() {
 0)               |    __do_page_fault() {
 0)   0.140 us    |      down_read_trylock();
 0)               |      find_vma() {
 0)   0.150 us    |        vmacache_find();
 0)   0.410 us    |      }
 0)               |      handle_mm_fault() {
 0)   0.130 us    |        __rcu_read_lock();
 0)   0.141 us    |        mem_cgroup_from_task();
 0)   0.150 us    |        __count_memcg_events();
 0)   0.141 us    |        __rcu_read_unlock();
 0)               |        __handle_mm_fault() {
 0)   0.131 us    |          pmd_devmap_trans_unstable();
 0)               |          filemap_map_pages() {
 0)   0.140 us    |            __rcu_read_lock();
 0)               |            alloc_set_pte() {
 0)   0.130 us    |              pmd_devmap_trans_unstable();
 0)               |              _raw_spin_lock() {
 0)   0.140 us    |                preempt_count_add();
 0)   0.390 us    |              }
 0)               |              page_add_file_rmap() {
 0)               |                lock_page_memcg() {
 0)   0.140 us    |                  __rcu_read_lock();
